date,day_of_week,n1,n2,n3,n4,n5,s1,s2
1970-01-01,Friday,13,12,29,50,44,4,5
1970-01-01,Friday,50,3,45,20,31,7,6
1970-01-01,Friday,17,47,28,33,35,4,9
1970-01-01,Friday,50,44,5,45,32,7,1
1970-01-01,Friday,1,33,21,45,49,4,8
1970-01-01,Friday,5,44,10,8,3,3,5
1970-01-01,Friday,18,19,1,47,11,7,3
1970-01-01,Friday,4,23,38,24,26,4,2
1970-01-01,Friday,5,38,6,48,50,6,7
1970-01-01,Friday,30,39,9,21,50,3,1
1970-01-01,Friday,9,21,15,40,49,4,1
1970-01-01,Friday,15,12,50,33,44,6,2
1970-01-01,Friday,12,19,33,34,8,1,6
1970-01-01,Friday,6,26,14,9,2,4,5
1970-01-01,Friday,19,45,43,8,16,1,4
1970-01-01,Friday,31,42,37,36,15,1,7
1970-01-01,Friday,2,18,3,15,32,7,6
1970-01-01,Friday,11,42,38,35,18,1,5
1970-01-01,Friday,1,30,20,9,23,4,7
1970-01-01,Friday,27,39,47,6,1,6,1
1970-01-01,Friday,34,17,18,48,25,3,2
1970-01-01,Friday,41,16,36,42,15,5,3
1970-01-01,Friday,38,42,36,37,26,2,6
1970-01-01,Friday,14,50,47,44,36,3,5
1970-01-01,Friday,19,14,33,1,29,1,8
1970-01-01,Friday,10,19,11,23,20,6,1
1970-01-01,Friday,26,44,21,13,2,3,9
1970-01-01,Friday,11,50,48,6,47,1,6
1970-01-01,Friday,1,31,34,26,47,4,9
1970-01-01,Friday,19,38,12,13,21,3,9
1970-01-01,Friday,31,12,50,19,8,7,6
1970-01-01,Friday,43,3,4,50,14,3,6
1970-01-01,Friday,29,35,40,41,9,6,1
1970-01-01,Friday,41,29,11,24,31,3,1
1970-01-01,Friday,37,23,40,15,30,7,9
1970-01-01,Friday,21,11,2,22,30,4,6
1970-01-01,Friday,50,3,19,49,26,5,4
1970-01-01,Friday,49,14,41,3,48,1,4
1970-01-01,Friday,42,23,1,11,12,6,3
1970-01-01,Friday,42,46,36,35,49,8,2
1970-01-01,Friday,23,28,5,4,25,3,4
1970-01-01,Friday,6,15,8,14,45,7,8
1970-01-01,Friday,8,4,10,21,18,7,1
1970-01-01,Friday,37,32,47,7,6,7,1
1970-01-01,Friday,8,11,3,17,50,5,1
1970-01-01,Friday,50,48,31,2,24,9,4
1970-01-01,Friday,28,6,47,7,13,8,5
1970-01-01,Friday,12,40,31,17,32,9,2
1970-01-01,Friday,44,21,12,7,26,6,8
1970-01-01,Friday,42,35,9,3,39,1,8
1970-01-01,Friday,13,10,24,47,3,9,5
1970-01-01,Friday,6,31,42,38,28,9,3
1970-01-01,Friday,31,50,25,11,7,3,1
1970-01-01,Friday,26,44,47,25,41,3,7
1970-01-01,Friday,29,33,38,4,37,9,6
1970-01-01,Friday,48,39,23,6,43,5,7
1970-01-01,Friday,40,12,43,23,8,1,4
1970-01-01,Friday,12,32,37,39,24,7,9
1970-01-01,Friday,43,3,27,44,30,8,4
1970-01-01,Friday,32,46,20,21,26,8,9
1970-01-01,Friday,11,13,25,32,50,7,4
1970-01-01,Friday,11,1,40,30,8,7,8
1970-01-01,Friday,26,21,7,43,45,5,7
1970-01-01,Friday,12,14,10,26,24,8,5
1970-01-01,Friday,11,14,29,6,19,3,1
1970-01-01,Friday,50,27,47,3,23,3,2
1970-01-01,Friday,8,7,47,25,24,8,9
1970-01-01,Friday,3,27,29,4,37,6,5
1970-01-01,Friday,49,22,19,15,46,9,2
1970-01-01,Friday,3,13,43,1,16,7,2
1970-01-01,Friday,15,42,11,1,49,4,3
1970-01-01,Friday,24,1,34,4,36,8,6
1970-01-01,Friday,37,29,34,18,1,6,2
1970-01-01,Friday,12,13,4,32,11,9,3
1970-01-01,Friday,25,42,49,19,6,1,7
1970-01-01,Friday,32,1,38,35,8,9,4
1970-01-01,Friday,9,25,1,40,23,3,9
1970-01-01,Friday,37,21,14,43,22,5,8
1970-01-01,Friday,12,10,48,1,16,2,6
1970-01-01,Friday,48,20,45,21,12,6,5
1970-01-01,Friday,48,21,26,27,44,1,7
1970-01-01,Friday,41,39,15,18,29,8,5
1970-01-01,Friday,5,38,36,25,33,5,2
1970-01-01,Friday,14,12,15,34,8,7,6
1970-01-01,Friday,28,1,44,22,11,1,9
1970-01-01,Friday,27,10,35,9,6,6,8
1970-01-01,Friday,20,27,41,43,50,5,8
1970-01-01,Friday,5,35,44,15,24,6,5
1970-01-01,Friday,50,10,9,19,37,6,1
1970-01-01,Friday,10,27,7,34,31,8,3
1970-01-01,Friday,26,50,31,24,38,8,5
1970-01-01,Friday,44,19,5,12,2,8,9
1970-01-01,Friday,4,28,24,23,34,1,3
1970-01-01,Friday,30,21,35,3,34,1,2
1970-01-01,Friday,28,2,40,23,43,6,2
1970-01-01,Friday,7,2,47,10,8,1,7
1970-01-01,Friday,41,42,34,13,9,7,3
1970-01-01,Friday,41,44,6,35,11,6,5
1970-01-01,Friday,37,39,29,15,49,4,9
1970-01-01,Friday,32,3,1,39,21,2,6
1970-01-01,Friday,38,36,15,16,21,1,5
1970-01-01,Friday,27,16,6,5,23,7,6
1970-01-01,Friday,45,21,6,49,10,5,3
1970-01-01,Friday,28,40,14,15,35,3,1
1970-01-01,Friday,23,19,10,1,4,2,8
1970-01-01,Friday,4,24,12,36,27,2,9
1970-01-01,Friday,23,43,3,4,10,2,4
1970-01-01,Friday,42,45,33,37,36,9,4
1970-01-01,Friday,44,47,15,28,24,4,5
1970-01-01,Friday,39,37,4,7,33,5,1
1970-01-01,Friday,37,19,18,14,31,5,4
1970-01-01,Friday,13,50,47,7,39,2,5
1970-01-01,Friday,32,16,29,41,36,9,7
